ID,Oil_Type,Surfactant_Type,Required_HLB,Oil_MW,Surf_HLB,Surf_MW,Smix_Ratio,System_HLB,PDI,Stability_Target,Drug_Name,Drug_Loading_mg_mL,EE_Percent
NE_0446,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.328,0,Paclitaxel,3.85,87.92
NE_0447,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,2,10.67,0.375,0,Celecoxib,136.93,84.28
NE_0448,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,2,11.67,0.425,0,Ibuprofen,51.03,85.29
NE_0449,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.226,0,Ibuprofen,45.4,82.35
NE_0450,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,3,12.5,0.423,0,Curcumin,14.67,75.04
NE_0451,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.159,1,Ibuprofen,39.35,98.02
NE_0452,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.282,0,Ibuprofen,44.17,84.93
NE_0453,Castor Oil,Labrasol,14.0,933.4,12.0,450,1,8.5,0.197,0,Paclitaxel,4.44,76.69
NE_0454,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.116,0,Ibuprofen,47.51,83.71
NE_0455,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.283,0,Curcumin,16.24,76.87
NE_0456,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,3,12.5,0.321,0,Curcumin,17.82,70.83
NE_0457,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.23,0,Paclitaxel,2.46,79.42
NE_0458,Oleic Acid,Labrasol,17.0,282.5,12.0,450,2,9.67,0.334,0,Curcumin,8.44,74.69
NE_0459,Capryol 90,Labrasol,11.5,172.2,12.0,450,2,9.67,0.154,1,Celecoxib,203.18,98.07
NE_0460,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,2,10.67,0.199,0,Paclitaxel,5.16,77.79
NE_0461,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,1,10.85,0.302,0,Curcumin,16.41,79.1
NE_0462,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.449,0,Celecoxib,147.3,81.69
NE_0463,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.203,0,Paclitaxel,3.5,79.63
NE_0464,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,2,10.67,0.219,0,Paclitaxel,5.95,84.61
NE_0465,Capryol 90,Labrasol,11.5,172.2,12.0,450,2,9.67,0.228,1,Celecoxib,175.78,98.07
NE_0466,Capryol 90,Tween 20,11.5,172.2,16.7,1227,1,10.85,0.323,0,Celecoxib,198.3,76.86
NE_0467,Capryol 90,Tween 80,11.5,172.2,15.0,1310,1,10.0,0.226,1,Celecoxib,192.86,96.3
NE_0468,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,1,9.25,0.139,0,Paclitaxel,4.65,83.83
NE_0469,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.132,0,Ibuprofen,43.17,82.82
NE_0470,Oleic Acid,Labrasol,17.0,282.5,12.0,450,2,9.67,0.325,0,Curcumin,8.62,86.13
NE_0471,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,3,13.77,0.297,1,Ibuprofen,35.45,95.14
NE_0472,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,2,11.67,0.301,0,Ibuprofen,45.52,71.54
NE_0473,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.245,0,Curcumin,16.91,78.03
NE_0474,Oleic Acid,Labrasol,17.0,282.5,12.0,450,2,9.67,0.425,0,Curcumin,8.86,81.14
NE_0475,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.407,0,Paclitaxel,3.83,80.18
NE_0476,Miglyol 812,Labrasol,15.0,520.0,12.0,450,2,9.67,0.181,0,Ibuprofen,39.82,77.39
NE_0477,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.448,0,Curcumin,17.89,75.09
NE_0478,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,2,11.67,0.179,0,Ibuprofen,45.85,76.94
NE_0479,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.419,0,Curcumin,17.63,84.25
NE_0480,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.37,0,Ibuprofen,44.22,79.67
NE_0481,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.226,0,Curcumin,13.93,81.18
NE_0482,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.312,0,Celecoxib,145.02,73.36
NE_0483,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.174,0,Curcumin,17.77,79.94
NE_0484,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.37,0,Paclitaxel,5.6,71.68
NE_0485,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.365,0,Paclitaxel,5.4,73.69
NE_0486,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.441,0,Paclitaxel,2.76,87.61
NE_0487,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.3,0,Ibuprofen,30.23,73.08
NE_0488,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,1,10.0,0.374,0,Ibuprofen,52.85,74.37
NE_0489,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,1,9.25,0.346,0,Ibuprofen,42.4,71.42
NE_0490,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.204,0,Ibuprofen,47.9,74.29
NE_0491,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,3,13.77,0.197,1,Ibuprofen,31.57,95.43
NE_0492,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.186,0,Curcumin,14.35,88.22
NE_0493,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.16,0,Curcumin,14.83,75.31
NE_0494,Capryol 90,Tween 80,11.5,172.2,15.0,1310,3,12.5,0.328,0,Celecoxib,131.85,75.31
NE_0495,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.122,0,Curcumin,16.7,83.85
NE_0496,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,2,11.67,0.444,0,Ibuprofen,53.49,83.74
NE_0497,Capryol 90,Tween 20,11.5,172.2,16.7,1227,3,13.77,0.16,1,Celecoxib,188.8,93.18
NE_0498,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.433,0,Celecoxib,165.63,72.65
NE_0499,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,3,12.5,0.204,0,Curcumin,12.4,74.86
NE_0500,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.417,0,Ibuprofen,39.29,78.49
NE_0501,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.124,0,Curcumin,8.51,75.96
NE_0502,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.135,0,Ibuprofen,53.27,83.26
NE_0503,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.286,1,Paclitaxel,4.31,95.02
NE_0504,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.201,0,Paclitaxel,3.69,80.17
NE_0505,Capryol 90,Labrasol,11.5,172.2,12.0,450,3,10.25,0.226,1,Celecoxib,168.59,96.34
NE_0506,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.447,0,Curcumin,12.11,73.11
NE_0507,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,1,10.0,0.264,0,Ibuprofen,40.01,71.2
NE_0508,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,2,10.67,0.439,0,Ibuprofen,35.22,77.79
NE_0509,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.371,0,Ibuprofen,41.72,84.34
NE_0510,Castor Oil,Tween 80,14.0,933.4,15.0,1310,2,11.67,0.164,1,Paclitaxel,3.98,95.65
NE_0511,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.375,0,Paclitaxel,3.92,79.6
NE_0512,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.283,1,Celecoxib,206.19,97.84
NE_0513,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.448,0,Paclitaxel,3.08,87.77
NE_0514,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.421,0,Ibuprofen,30.54,73.41
NE_0515,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.414,0,Paclitaxel,5.82,81.33
NE_0516,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.421,0,Paclitaxel,5.73,85.05
NE_0517,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,1,10.85,0.194,0,Curcumin,16.87,72.27
NE_0518,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.124,0,Ibuprofen,34.73,82.92
NE_0519,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.216,0,Paclitaxel,4.65,72.32
NE_0520,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.14,0,Curcumin,16.81,83.81
NE_0521,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.319,0,Curcumin,10.35,73.36
NE_0522,Castor Oil,Tween 20,14.0,933.4,16.7,1227,2,12.8,0.279,1,Paclitaxel,2.59,98.14
NE_0523,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.132,0,Paclitaxel,2.28,82.69
NE_0524,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,2,10.67,0.309,0,Celecoxib,198.68,79.11
NE_0525,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.217,0,Curcumin,8.2,71.14
NE_0526,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.283,1,Celecoxib,185.14,96.37
NE_0527,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.37,0,Curcumin,9.51,73.52
NE_0528,Capryol 90,Tween 20,11.5,172.2,16.7,1227,3,13.77,0.329,0,Celecoxib,127.6,72.49
NE_0529,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,3,12.5,0.352,0,Curcumin,15.37,85.71
NE_0530,Capryol 90,Tween 80,11.5,172.2,15.0,1310,1,10.0,0.341,0,Celecoxib,170.67,80.28
NE_0531,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,1,9.25,0.394,0,Ibuprofen,46.7,76.44
NE_0532,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,2,10.67,0.166,1,Celecoxib,151.87,94.22
NE_0533,Castor Oil,Labrasol,14.0,933.4,12.0,450,1,8.5,0.441,0,Paclitaxel,5.16,85.96
NE_0534,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.372,0,Curcumin,8.06,75.81
NE_0535,Capryol 90,Labrasol,11.5,172.2,12.0,450,1,8.5,0.405,0,Celecoxib,164.87,88.08
NE_0536,Capryol 90,Labrasol,11.5,172.2,12.0,450,2,9.67,0.295,1,Celecoxib,154.87,97.18
NE_0537,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,1,9.25,0.339,0,Celecoxib,173.01,83.62
NE_0538,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.281,0,Curcumin,10.15,77.69
NE_0539,Capryol 90,Labrasol,11.5,172.2,12.0,450,1,8.5,0.301,0,Celecoxib,144.34,72.34
NE_0540,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.188,1,Celecoxib,156.39,92.72
NE_0541,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.434,0,Ibuprofen,48.33,83.68
NE_0542,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.369,0,Curcumin,10.09,86.75
NE_0543,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,2,10.67,0.191,1,Celecoxib,123.24,95.1
NE_0544,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.362,0,Ibuprofen,31.32,84.79
NE_0545,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.189,0,Curcumin,16.89,82.19
NE_0546,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,2,10.67,0.318,0,Celecoxib,152.08,73.87
NE_0547,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.437,0,Curcumin,17.64,78.29
NE_0548,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.218,1,Celecoxib,144.01,99.44
NE_0549,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.222,0,Ibuprofen,54.46,80.06
NE_0550,Castor Oil,Tween 80,14.0,933.4,15.0,1310,2,11.67,0.427,0,Paclitaxel,6.25,76.66
NE_0551,Capryol 90,Tween 20,11.5,172.2,16.7,1227,1,10.85,0.439,0,Celecoxib,202.04,83.2
NE_0552,Capryol 90,Tween 20,11.5,172.2,16.7,1227,1,10.85,0.359,0,Celecoxib,187.37,75.32
NE_0553,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.282,0,Ibuprofen,38.86,73.42
NE_0554,Castor Oil,Tween 80,14.0,933.4,15.0,1310,2,11.67,0.323,0,Paclitaxel,6.27,76.52
NE_0555,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.37,0,Ibuprofen,30.19,77.45
NE_0556,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.191,0,Curcumin,15.64,86.62
NE_0557,Capryol 90,Tween 80,11.5,172.2,15.0,1310,1,10.0,0.414,0,Celecoxib,184.06,70.24
NE_0558,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,2,10.67,0.327,0,Celecoxib,158.72,80.8
NE_0559,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,1,10.85,0.317,0,Curcumin,13.12,72.42
NE_0560,Oleic Acid,Labrasol,17.0,282.5,12.0,450,2,9.67,0.345,0,Curcumin,15.83,78.39
NE_0561,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,1,9.25,0.412,0,Curcumin,11.51,82.64
NE_0562,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.261,0,Paclitaxel,2.53,74.11
NE_0563,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,2,10.67,0.448,0,Celecoxib,131.86,72.29
NE_0564,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.237,0,Curcumin,10.53,72.08
NE_0565,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.191,1,Ibuprofen,49.02,95.68
NE_0566,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,1,9.25,0.445,0,Celecoxib,133.77,77.82
NE_0567,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.24,0,Paclitaxel,6.44,73.45
NE_0568,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,2,10.67,0.402,0,Paclitaxel,2.05,87.57
NE_0569,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.265,0,Curcumin,17.72,74.74
NE_0570,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.397,0,Paclitaxel,5.98,84.1
NE_0571,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.3,0,Paclitaxel,2.46,87.87
NE_0572,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.201,1,Celecoxib,196.26,94.05
NE_0573,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,2,11.67,0.342,0,Ibuprofen,41.94,81.1
NE_0574,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.312,0,Ibuprofen,32.53,81.13
NE_0575,Castor Oil,Tween 80,14.0,933.4,15.0,1310,3,12.5,0.186,1,Paclitaxel,5.16,97.07
NE_0576,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.217,0,Ibuprofen,52.29,73.87
NE_0577,Castor Oil,Tween 80,14.0,933.4,15.0,1310,2,11.67,0.387,0,Paclitaxel,3.39,80.31
NE_0578,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,1,9.25,0.278,0,Curcumin,8.1,80.34
NE_0579,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.153,0,Curcumin,17.36,73.11
NE_0580,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.418,0,Curcumin,10.4,84.88
NE_0581,Miglyol 812,Labrasol,15.0,520.0,12.0,450,2,9.67,0.312,0,Ibuprofen,34.01,78.73
NE_0582,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.357,0,Paclitaxel,3.84,85.29
NE_0583,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.289,1,Paclitaxel,4.9,97.27
NE_0584,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,3,13.77,0.21,0,Curcumin,15.71,82.77
NE_0585,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.419,0,Ibuprofen,32.19,79.84
NE_0586,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.157,0,Curcumin,10.65,78.31
NE_0587,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,2,10.67,0.246,0,Curcumin,10.05,71.01
NE_0588,Capryol 90,Tween 20,11.5,172.2,16.7,1227,3,13.77,0.131,1,Celecoxib,168.51,93.0
NE_0589,Miglyol 812,Labrasol,15.0,520.0,12.0,450,3,10.25,0.439,0,Ibuprofen,32.4,78.57
NE_0590,Castor Oil,Labrasol,14.0,933.4,12.0,450,1,8.5,0.442,0,Paclitaxel,5.2,84.23
NE_0591,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.102,0,Curcumin,17.3,80.73
NE_0592,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,1,9.25,0.265,1,Celecoxib,124.84,92.27
NE_0593,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.381,0,Paclitaxel,3.73,74.27
NE_0594,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,1,9.25,0.173,1,Celecoxib,148.17,99.42
NE_0595,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.165,0,Curcumin,17.93,70.44
NE_0596,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,3,12.5,0.171,0,Curcumin,17.67,75.58
NE_0597,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.311,0,Curcumin,14.18,73.1
NE_0598,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.368,0,Curcumin,14.01,72.61
NE_0599,Miglyol 812,Labrasol,15.0,520.0,12.0,450,2,9.67,0.386,0,Ibuprofen,47.71,86.85
NE_0600,Capryol 90,Labrasol,11.5,172.2,12.0,450,3,10.25,0.292,1,Celecoxib,179.3,98.19
NE_0601,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.271,0,Curcumin,13.51,80.77
NE_0602,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,3,12.5,0.236,0,Curcumin,17.57,77.74
NE_0603,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.313,0,Paclitaxel,4.23,72.33
NE_0604,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.206,0,Ibuprofen,38.14,71.03
NE_0605,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,3,11.38,0.347,0,Celecoxib,182.93,70.14
NE_0606,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,3,11.38,0.273,0,Paclitaxel,4.15,85.01
NE_0607,Capryol 90,Tween 20,11.5,172.2,16.7,1227,3,13.77,0.357,0,Celecoxib,132.99,74.8
NE_0608,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.44,0,Celecoxib,160.91,81.28
NE_0609,Oleic Acid,Labrasol,17.0,282.5,12.0,450,2,9.67,0.395,0,Curcumin,14.93,77.05
NE_0610,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.271,0,Curcumin,15.82,82.51
NE_0611,Capryol 90,Labrasol,11.5,172.2,12.0,450,2,9.67,0.393,0,Celecoxib,150.84,73.54
NE_0612,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.441,0,Paclitaxel,2.99,86.26
NE_0613,Capryol 90,Labrasol,11.5,172.2,12.0,450,2,9.67,0.138,1,Celecoxib,164.89,95.96
NE_0614,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,1,9.25,0.353,0,Curcumin,10.24,76.79
NE_0615,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.245,0,Curcumin,13.31,76.56
NE_0616,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.138,0,Curcumin,9.26,76.95
NE_0617,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.351,0,Curcumin,17.15,80.92
NE_0618,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,1,9.25,0.382,0,Paclitaxel,2.21,82.08
NE_0619,Miglyol 812,Labrasol,15.0,520.0,12.0,450,2,9.67,0.159,0,Ibuprofen,50.29,77.59
NE_0620,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.174,0,Paclitaxel,5.52,85.96
NE_0621,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,1,10.0,0.118,0,Ibuprofen,47.47,85.14
NE_0622,Capryol 90,Labrasol,11.5,172.2,12.0,450,3,10.25,0.156,1,Celecoxib,126.48,95.55
NE_0623,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.24,0,Curcumin,8.57,75.8
NE_0624,Castor Oil,Tween 20,14.0,933.4,16.7,1227,1,10.85,0.301,0,Paclitaxel,3.69,79.21
NE_0625,Castor Oil,Tween 20,14.0,933.4,16.7,1227,2,12.8,0.278,1,Paclitaxel,5.2,99.06
NE_0626,Castor Oil,Labrasol,14.0,933.4,12.0,450,2,9.67,0.255,0,Paclitaxel,4.69,79.6
NE_0627,Capryol 90,Tween 20,11.5,172.2,16.7,1227,2,12.8,0.404,0,Celecoxib,197.1,74.05
NE_0628,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,1,10.85,0.24,0,Ibuprofen,42.24,79.21
NE_0629,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.299,1,Ibuprofen,34.99,97.0
NE_0630,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,3,11.38,0.144,0,Ibuprofen,49.32,71.93
NE_0631,Castor Oil,Tween 20,14.0,933.4,16.7,1227,3,13.77,0.143,1,Paclitaxel,3.17,92.01
NE_0632,Capryol 90,Tween 20,11.5,172.2,16.7,1227,3,13.77,0.117,1,Celecoxib,125.71,97.35
NE_0633,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.335,0,Curcumin,9.84,73.39
NE_0634,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.104,0,Curcumin,14.67,78.24
NE_0635,Capryol 90,Labrasol,11.5,172.2,12.0,450,2,9.67,0.322,0,Celecoxib,127.22,83.74
NE_0636,Castor Oil,Labrasol,14.0,933.4,12.0,450,3,10.25,0.171,0,Paclitaxel,2.29,72.94
NE_0637,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,2,10.67,0.162,0,Paclitaxel,5.93,82.86
NE_0638,Capryol 90,Tween 20,11.5,172.2,16.7,1227,1,10.85,0.346,0,Celecoxib,162.5,84.89
NE_0639,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,2,10.67,0.445,0,Paclitaxel,4.77,80.6
NE_0640,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,1,10.85,0.239,0,Curcumin,12.23,84.42
NE_0641,Oleic Acid,Labrasol,17.0,282.5,12.0,450,3,10.25,0.103,0,Curcumin,10.25,72.05
NE_0642,Castor Oil,Tween 80,14.0,933.4,15.0,1310,1,10.0,0.411,0,Paclitaxel,3.94,83.99
NE_0643,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.171,0,Curcumin,10.85,85.6
NE_0644,Capryol 90,Tween 80,11.5,172.2,15.0,1310,1,10.0,0.246,1,Celecoxib,127.09,97.57
NE_0645,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.261,0,Ibuprofen,45.35,73.18
NE_0646,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,2,11.67,0.339,0,Curcumin,10.05,87.85
NE_0647,Castor Oil,Tween 80,14.0,933.4,15.0,1310,1,10.0,0.391,0,Paclitaxel,3.79,70.46
NE_0648,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,1,9.25,0.172,0,Paclitaxel,2.33,77.67
NE_0649,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.204,1,Celecoxib,177.05,94.2
NE_0650,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,3,13.77,0.154,1,Ibuprofen,35.12,94.77
NE_0651,Capryol 90,Tween 20,11.5,172.2,16.7,1227,3,13.77,0.153,1,Celecoxib,156.76,95.51
NE_0652,Miglyol 812,Tween 80,15.0,520.0,15.0,1310,3,12.5,0.34,0,Ibuprofen,49.92,72.39
NE_0653,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.108,0,Curcumin,16.96,71.14
NE_0654,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,3,11.38,0.302,0,Curcumin,14.52,80.25
NE_0655,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.125,0,Curcumin,10.97,75.27
NE_0656,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500,1,9.25,0.202,0,Curcumin,17.85,81.45
NE_0657,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.381,0,Ibuprofen,48.5,84.9
NE_0658,Capryol 90,Labrasol,11.5,172.2,12.0,450,3,10.25,0.303,0,Celecoxib,162.36,85.53
NE_0659,Castor Oil,Labrasol,14.0,933.4,12.0,450,1,8.5,0.335,0,Paclitaxel,5.03,86.24
NE_0660,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500,1,9.25,0.362,0,Ibuprofen,47.42,87.55
NE_0661,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500,2,10.67,0.381,0,Paclitaxel,3.45,72.71
NE_0662,Oleic Acid,Tween 80,17.0,282.5,15.0,1310,1,10.0,0.245,0,Curcumin,10.88,75.28
NE_0663,Capryol 90,Tween 80,11.5,172.2,15.0,1310,2,11.67,0.306,0,Celecoxib,145.36,81.7
NE_0664,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500,1,9.25,0.36,0,Celecoxib,173.04,87.78
NE_0665,Oleic Acid,Labrasol,17.0,282.5,12.0,450,1,8.5,0.23,0,Curcumin,17.74,75.15
NE_0666,Miglyol 812,Labrasol,15.0,520.0,12.0,450,1,8.5,0.319,0,Ibuprofen,32.18,71.8
NE_0667,Oleic Acid,Labrasol,17.0,282.5,12.0,450,2,9.67,0.131,0,Curcumin,13.56,84.28
NE_0668,Oleic Acid,Tween 20,17.0,282.5,16.7,1227,2,12.8,0.181,0,Curcumin,17.55,72.47
NE_0669,Miglyol 812,Tween 20,15.0,520.0,16.7,1227,2,12.8,0.26,1,Ibuprofen,42.9,97.54
